"sum","norm","min","max","q1","q3","iqr","mean","med","std","range","skew","kurtosis","classification","validate","zeroes","aboveMeanCount","entropy","zeros.log","norm.log","min.log","max.log","q1.log","q3.log","med.log","std.log","range.log","skew.log","kurtosis.log","aboveMeanCount.log","contourCountLSD","contourAvgLength","contourLengthLSD","contourAvgLengthLSD"
-0.0296981925258605,1.12608082903696,-0.221922781049558,2.16007959096172,-0.214461046155853,-0.0959120641173832,-1.6681190640342,-0.0296981925258605,-0.219440005811727,4.62373252724513,5.25182197703366,-0.013979412691963,-0.135313095299196,"high",0,24830,11694,9.40538161030543,10.1198078785022,15.8994812892763,NA,10.8546401274627,-2.30258509299405,7.8492315707163,-3.1119229859848,9.01630067902168,10.8597242277316,0.970812518456562,1.86079520065443,9.36683116873562,200,62.94444444,1035452,5177.26
-0.0296981925258605,1.12608082903696,-0.221922781049558,2.16007959096172,-0.214461046155853,-0.0959120641173832,-1.6681190640342,-0.0296981925258605,-0.219440005811727,4.62373252724513,5.25182197703366,-0.013979412691963,-0.135313095299196,"high",0,24830,11694,9.40538161030543,10.1198078785022,15.8994812892763,NA,10.8546401274627,-2.30258509299405,7.8492315707163,-3.1119229859848,9.01630067902168,10.8597242277316,0.970812518456562,1.86079520065443,9.36683116873562,200,62.94444444,1035452,5177.26
-0.0296981925258605,1.12608082903696,-0.221922781049558,2.16007959096172,-0.214461046155853,-0.0959120641173832,-1.6681190640342,-0.0296981925258605,-0.219440005811727,4.62373252724513,5.25182197703366,-0.013979412691963,-0.135313095299196,"high",0,24830,11694,9.40538161030543,10.1198078785022,15.8994812892763,NA,10.8546401274627,-2.30258509299405,7.8492315707163,-3.1119229859848,9.01630067902168,10.8597242277316,0.970812518456562,1.86079520065443,9.36683116873562,200,62.94444444,1035452,5177.26
-0.0296981925258605,1.12608082903696,-0.221922781049558,2.16007959096172,-0.214461046155853,-0.0959120641173832,-1.6681190640342,-0.0296981925258605,-0.219440005811727,4.62373252724513,5.25182197703366,-0.013979412691963,-0.135313095299196,"high",0,24830,11694,9.40538161030543,10.1198078785022,15.8994812892763,NA,10.8546401274627,-2.30258509299405,7.8492315707163,-3.1119229859848,9.01630067902168,10.8597242277316,0.970812518456562,1.86079520065443,9.36683116873562,200,62.94444444,1035452,5177.26
-0.0296981925258605,1.12608082903696,-0.221922781049558,2.16007959096172,-0.214461046155853,-0.0959120641173832,-1.6681190640342,-0.0296981925258605,-0.219440005811727,4.62373252724513,5.25182197703366,-0.013979412691963,-0.135313095299196,"high",0,24830,11694,9.40538161030543,10.1198078785022,15.8994812892763,NA,10.8546401274627,-2.30258509299405,7.8492315707163,-3.1119229859848,9.01630067902168,10.8597242277316,0.970812518456562,1.86079520065443,9.36683116873562,200,62.94444444,1035452,5177.26
-0.0296981925258605,1.12608082903696,-0.221922781049558,2.16007959096172,-0.214461046155853,-0.0959120641173832,-1.6681190640342,-0.0296981925258605,-0.219440005811727,4.62373252724513,5.25182197703366,-0.013979412691963,-0.135313095299196,"high",0,24830,11694,9.40538161030543,10.1198078785022,15.8994812892763,NA,10.8546401274627,-2.30258509299405,7.8492315707163,-3.1119229859848,9.01630067902168,10.8597242277316,0.970812518456562,1.86079520065443,9.36683116873562,200,62.94444444,1035452,5177.26
-0.0296981925258605,1.12608082903696,-0.221922781049558,2.16007959096172,-0.214461046155853,-0.0959120641173832,-1.6681190640342,-0.0296981925258605,-0.219440005811727,4.62373252724513,5.25182197703366,-0.013979412691963,-0.135313095299196,"high",0,24830,11694,9.40538161030543,10.1198078785022,15.8994812892763,NA,10.8546401274627,-2.30258509299405,7.8492315707163,-3.1119229859848,9.01630067902168,10.8597242277316,0.970812518456562,1.86079520065443,9.36683116873562,200,62.94444444,1035452,5177.26
-0.0296981925258605,1.12608082903696,-0.221922781049558,2.16007959096172,-0.214461046155853,-0.0959120641173832,-1.6681190640342,-0.0296981925258605,-0.219440005811727,4.62373252724513,5.25182197703366,-0.013979412691963,-0.135313095299196,"high",0,24830,11694,9.40538161030543,10.1198078785022,15.8994812892763,NA,10.8546401274627,-2.30258509299405,7.8492315707163,-3.1119229859848,9.01630067902168,10.8597242277316,0.970812518456562,1.86079520065443,9.36683116873562,200,62.94444444,1035452,5177.26
-0.0296981925258605,1.12608082903696,-0.221922781049558,2.16007959096172,-0.214461046155853,-0.0959120641173832,-1.6681190640342,-0.0296981925258605,-0.219440005811727,4.62373252724513,5.25182197703366,-0.013979412691963,-0.135313095299196,"high",0,24830,11694,9.40538161030543,10.1198078785022,15.8994812892763,NA,10.8546401274627,-2.30258509299405,7.8492315707163,-3.1119229859848,9.01630067902168,10.8597242277316,0.970812518456562,1.86079520065443,9.36683116873562,200,62.94444444,1035452,5177.26
-0.220999673401483,-0.236196796293246,-0.204752005135972,-0.249623786433894,-0.214461046155853,-0.222991476997532,0.219119496190344,-0.220999673401483,-0.219442230067358,-0.236512546740773,-0.233651099818214,1.4084339613321,0.232411871616912,"high",0,0,7873,8.55228548291686,-2.30258509299405,-14.074201765617,-32.8659115384041,-16.8640598216893,-28.4608885938992,-23.1345153915709,-26.3712293707171,-20.2913478341316,-16.8640599340163,2.59476402224581,5.54945606071039,8.97119446318447,29,35.37931034,17739,611.6896552
-0.220999673401485,-0.236196796293281,-0.204752005135972,-0.249623786433577,-0.214461046155853,-0.222991476997532,0.219119496190344,-0.220999673401485,-0.219442230067358,-0.236512546740894,-0.233651099817496,1.76723728519794,0.404714944079036,"high",0,0,8704,8.627906462264,-2.30258509299405,-14.3783911011429,-33.8793562486798,-16.7298428530909,-28.4787338504886,-23.1290611159376,-26.3012215104134,-20.433812024372,-16.729842888741,2.77918892291225,5.92573151659455,9.07153796909572,19,35.10714286,9135,480.7894737
-0.220999673401483,-0.236196796293282,-0.204752005135972,-0.249623786433643,-0.214461046155853,-0.222991476997532,0.219119496190345,-0.220999673401483,-0.219442230067358,-0.236512546740766,-0.233651099817647,1.62631026726072,0.32159255167906,"high",0,0,7995,8.59170372974105,-2.30258509299405,-14.3903152798438,-33.1529111444059,-16.7565470742621,-28.7634181204759,-23.1528144046886,-26.0867548081486,-20.2835584186089,-16.7565471499715,2.71075021032761,5.76170506572479,8.98657162526805,20,42.24,10531,526.55
-0.220999673401486,-0.236196796293317,-0.204752005135972,-0.249623786434831,-0.214461046155853,-0.222991476997531,0.219119496190335,-0.220999673401486,-0.219442230067358,-0.236512546741142,-0.233651099820337,1.07545922393697,0.118241286161211,"high",0,0,9528,8.96154483449947,-2.30258509299405,-14.8488153883087,-33.4326953628532,-17.4166345416599,-28.5008149963148,-23.0040093230357,-25.9231315730829,-20.8111166942883,-17.4166346524021,2.38657347328547,5.18889565366536,9.16199011103514,40,36.30434783,37588,939.7
-0.220999673401484,-0.236196796293306,-0.204752005135972,-0.249623786434538,-0.214461046155853,-0.22299147699753,0.219119496190327,-0.220999673401484,-0.219442230067358,-0.236512546741093,-0.233651099819673,0.899102498436452,0.0847061885293924,"high",0,0,9619,9.00085324668635,-2.30258509299405,-14.6876471360675,-33.1507179469014,-17.2090368481887,-28.0796155667574,-22.8956965854647,-25.7955226231643,-20.7253369408631,-17.209036967482,2.25579941643593,5.05248356215322,9.17149558815261,36,35.91428571,30103,836.1944444
-0.220999673401483,-0.236196796293309,-0.204752005135972,-0.249623786434083,-0.214461046155853,-0.222991476997529,0.219119496190311,-0.220999673401483,-0.219442230067357,-0.236512546741007,-0.233651099818643,1.38981301533618,0.274299425638791,"high",0,0,10399,9.0550155150819,-2.30258509299405,-14.7290038652946,-33.8593783160665,-16.9536986550133,-27.8434766306235,-22.7186559494627,-25.2952551843583,-20.5883945721041,-16.9536987005076,2.58419779591071,5.65477204731988,9.24946492666023,25,40.80645161,13288,531.52
-0.220999673401477,-0.236196796293289,-0.204752005135972,-0.249623786434421,-0.214461046155853,-0.222991476997527,0.219119496190269,-0.220999673401477,-0.219442230067357,-0.236512546740849,-0.233651099819407,0.878220031769912,0.0525492757060946,"high",0,0,10347,9.09224972132582,-2.30258509299405,-14.4705157231707,-34.3338991806733,-17.1365623444375,-27.5724625692488,-22.3727321738858,-24.9715138287289,-20.3778397983813,-17.1365623784228,2.23911790778992,4.90148896944902,9.24445190160495,36,42.725,30205,839.0277778
-0.220999673401471,-0.236196796293222,-0.204752005135972,-0.24962378643264,-0.214461046155853,-0.222991476997521,0.219119496190182,-0.220999673401471,-0.219442230067357,-0.236512546740535,-0.233651099815373,1.01090957936026,0.099414911111784,"high",0,0,10627,9.09439327970808,-2.30258509299405,-13.9060436388986,-33.1959007345724,-16.4140721936588,-28.0669803474367,-21.8911037686007,-24.4201509985809,-20.0581790617565,-16.4140722451513,2.34066786272395,5.11461687362478,9.2711532113727,23,40.1,15339,666.9130435
-0.220999673401475,-0.236196796293234,-0.204752005135972,-0.249623786429811,-0.214461046155853,-0.222991476997524,0.219119496190238,-0.220999673401475,-0.219442230067357,-0.236512546740466,-0.233651099808966,2.36065158947085,1.00814256576399,"high",0,0,10188,8.95159016765407,-2.30258509299405,-13.9826979899971,-33.1224118484557,-15.8168127219818,-28.1656698631817,-22.1761637391658,-24.6580436739642,-20.0002142151585,-15.81681275248,3.02490846975082,6.6668215420174,9.22896583609935,10,38.0625,4308,430.8
-0.220999673401482,-0.236196796293246,-0.204752005135972,-0.249623786430359,-0.214461046155853,-0.222991476997529,0.219119496190309,-0.220999673401482,-0.219442230067357,-0.236512546740708,-0.233651099810209,4.35138501099437,2.94758794747106,"high",0,0,9620,8.88985147056396,-2.30258509299405,-14.0722545615818,-32.0607269544472,-15.908074638031,-28.1034889216923,-22.7086848193564,-25.1642924225799,-20.2214625532253,-15.9080747346344,3.5735223107069,7.65347813942658,9.17159954365975,9,34.65714286,3922,435.7777778
-0.2209996734007,-0.236196796289619,-0.204752005135972,-0.24962378642528,-0.214461046155853,-0.222991476996737,0.21911949617854,-0.2209996734007,-0.21944223006725,-0.236512546724585,-0.233651099798705,-0.00299252952684102,-0.132126019912724,"high",0,16808,14079,9.75149777297057,9.72961024252484,-10.7167302529355,-2.30258509299405,-15.274349392246,-2.30258509299405,-17.9429227352702,-19.9495516536449,-17.3568852245815,-15.274349392246,1.00178882705173,2.15192449057552,9.55243960446253,183,52.19230769,841346,4597.519126
-0.220999673400686,-0.236196796289784,-0.204752005135972,-0.249623786426464,-0.214461046155853,-0.222991476996672,0.219119496177581,-0.220999673400686,-0.219442230067218,-0.236512546725248,-0.233651099801387,-0.0398565338326964,-0.135436432953997,"high",0,17141,14463,9.8203726298558,9.74922853350706,-10.7616751601599,-2.30258509299405,-15.3902577226577,-2.30258509299405,-17.8651634236617,-19.6927135505289,-17.3964163830236,-15.3902577226577,0.89382408687319,1.84763097718728,9.57934894307373,183,45.71428571,819515,4478.224044
-0.220999673400698,-0.236196796289751,-0.204752005135972,-0.249623786425502,-0.214461046155853,-0.222991476996717,0.219119496178243,-0.220999673400698,-0.219442230067161,-0.236512546725637,-0.233651099799208,-0.0286482176293487,-0.134820124706771,"high",0,14884,14370,9.86315252519139,9.60804208946651,-10.7526174410082,-2.30258509299405,-15.2950791058303,-2.30258509299405,-17.9182093151985,-19.3495754156164,-17.420427396922,-15.2950791058303,0.927900536898457,1.91174638103222,9.57289797907307,172,45.82758621,685162,3983.5
-0.220999673400688,-0.23619679628898,-0.204752005135972,-0.249623786425861,-0.214461046155853,-0.222991476996643,0.219119496177144,-0.220999673400688,-0.219442230067115,-0.236512546726129,-0.233651099800021,-0.0320032986196253,-0.134841658054725,"high",0,15165,15295,9.92798212230607,9.62674542012268,-10.5598378328595,-2.30258509299405,-15.3295453248611,-2.30258509299405,-17.8316856691858,-19.1412551332137,-17.4515552842863,-15.3295453248611,0.917821356645307,1.90957418275997,9.635281256585,204,44.04,893729,4381.02451
-0.22099967340067,-0.236196796289157,-0.204752005135972,-0.249623786423301,-0.214461046155853,-0.222991476996599,0.219119496176499,-0.22099967340067,-0.21944223006712,-0.236512546725599,-0.233651099794222,0.00155906126044292,-0.131116194982793,"high",0,14842,15555,9.92605995297341,9.60521627853008,-10.6008991681049,-2.30258509299405,-15.1063928732514,-2.30258509299405,-17.7841912674873,-19.1609827130665,-17.4180066467714,-15.1063928732514,1.0143456501589,2.22891357319866,9.65213740933174,189,44.06896552,833059,4407.719577
-0.220999673400642,-0.236196796288448,-0.204752005135972,-0.249623786422076,-0.214461046155853,-0.222991476996511,0.219119496175192,-0.220999673400642,-0.21944223006709,-0.236512546724955,-0.233651099791449,0.0223520963802089,-0.128991923905147,"high",0,14755,16759,9.93111574484361,9.59933728737704,-10.4455264196051,-2.30258509299405,-15.0150236880409,-2.30258509299405,-17.6944496137535,-19.0430859958515,-17.3787627925281,-15.0150236880409,1.06978479897323,2.37377301100667,9.72669070638487,141,51.94117647,502424,3563.29078
-0.220999673400614,-0.236196796288493,-0.204752005135972,-0.249623786423107,-0.214461046155853,-0.222991476996561,0.219119496175932,-0.220999673400614,-0.219442230067086,-0.236512546724413,-0.233651099793784,0.000659110197452422,-0.131633001678813,"high",0,14209,15568,9.92510838136029,9.56163084563808,-10.454701835278,-2.30258509299405,-15.0913728601825,-2.30258509299405,-17.7443008575406,-19.0294699993165,-17.3468766038284,-15.0913728601825,1.01187536015654,2.19025298395122,9.65297280442579,166,46.14285714,613424,3695.325301
-0.22099967340066,-0.236196796287799,-0.204752005135972,-0.249623786423737,-0.214461046155853,-0.222991476996659,0.219119496177384,-0.22099967340066,-0.219442230067125,-0.23651254672412,-0.233651099795211,0.0354359241862164,-0.129435297934783,"high",0,13678,14799,9.85724451223501,9.52354398165804,-10.3219018899349,-2.30258509299405,-15.1410831290171,-33.0502555002983,-17.8499626345463,-19.1838207944608,-17.3300359506244,-15.1410831290171,1.1031569212724,2.34522236875264,9.60231488990185,146,43.5625,510172,3494.328767
-0.220999673400716,-0.236196796288509,-0.204752005135972,-0.2496237864242,-0.214461046155852,-0.222991476996831,0.219119496179962,-0.220999673400716,-0.219442230067141,-0.236512546724978,-0.233651099796258,0.0315330053477232,-0.129853913144803,"high",0,12605,13077,9.8346151397969,9.44184883962202,-10.4579864323789,-2.30258509299405,-15.1791864788849,-24.5696750700356,-18.0689466718066,-19.2560545876441,-17.3801393964012,-15.1791864788849,1.09331801655618,2.31749672001825,9.4786102409065,153,44.68181818,513089,3353.522876
-0.220999673400721,-0.236196796288825,-0.204752005135972,-0.249623786424671,-0.214461046155853,-0.222991476996878,0.21911949618064,-0.220999673400721,-0.219442230067176,-0.236512546725109,-0.233651099797326,-0.0107004498305457,-0.133778335338386,"high",0,13520,12835,9.79616923859356,9.51192534959696,-10.5250400703321,-2.30258509299405,-15.2196303579579,-28.2672733930289,-18.1375444772148,-19.4282212348825,-17.3880408536416,-15.2196303579579,0.980158060544794,2.01157135366949,9.45993109330524,169,41.95238095,584765,3460.147929
-0.220999673401285,-0.236196796292231,-0.204752005135972,-0.249623786428427,-0.214461046155853,-0.22299147699735,0.21911949618764,-0.220999673401285,-0.219442230067358,-0.236512546736423,-0.233651099805833,0.190279000584616,-0.0987179453324045,"high",0,1226,12898,9.56047766664345,7.11151211649616,-11.9043263065641,NA,-15.6180332086835,-38.059268150493,-19.3981234942759,-30.4607373694744,-18.535760975948,-15.6180332086835,1.43133151385573,3.44600619316246,9.46482753957032,107,48.43636364,228149,2132.233645
-0.220999673401291,-0.236196796292161,-0.204752005135972,-0.249623786430382,-0.214461046155853,-0.222991476997279,0.219119496186597,-0.220999673401291,-0.219442230067358,-0.236512546737178,-0.23365109981026,0.0440817105506386,-0.12090046916921,"high",0,1155,15609,9.6890118742651,7.05185562295589,-11.8451923594795,NA,-15.912000934425,-37.7006091435366,-19.0784132466749,-30.4316712950433,-18.6906963462471,-15.912000934425,1.1246134488231,2.78831259514788,9.65560294995841,133,52.31372549,353408,2657.203008
-0.220999673401281,-0.236196796292125,-0.204752005135972,-0.249623786430215,-0.214461046155853,-0.222991476997308,0.219119496187024,-0.220999673401281,-0.219442230067358,-0.236512546736968,-0.233651099809882,0.0440784832704656,-0.121996827423932,"high",0,786,14412,9.70586714693714,6.66695679242921,-11.8159841355985,NA,-15.8832667873622,-37.1904927962062,-19.1971182235096,-30.2005307785806,-18.6451439870568,-15.8832667873622,1.12460552486018,2.74124062464553,9.57581647186798,134,54.11320755,382333,2853.231343
