"sum","classification","validate","zeroes","norm","min","max","q1","q3","iqr","mean","med","std","range","skew","kurtosis","aboveMeanCount","entropy","zeros.log","norm.log","min.log","max.log","q1.log","q3.log","med.log","std.log","range.log","skew.log","kurtosis.log","aboveMeanCount.log","contourAvgLength","contourCountLSD","contourLengthLSD","contourAvgLengthLSD"
0.88899814712784,"high",0,0,0.0308504763270676,2.26313776607867e-08,0.00316373724490404,8.60498694521539e-08,7.20663024367241e-07,-6.34613154915087e-07,1.60770787602691e-05,1.5560681987381e-07,8.37271409167292e-05,0.00316371461352638,11.3076644625352,213.107932490327,4883,8.17761767663222,-2.30258509299405,-3.4786030886505,-17.6039285015231,-5.75600127775146,-16.2683388314062,-14.1430941814976,-15.6759333966394,-9.38794736879303,-5.75600843114533,2.42548076681728,5.36179876267421,8.49351506406166,38.07692308,28,19660,702.1428571
1.12692986194182,"high",0,0,0.0445074702576562,2.50013183489273e-08,0.00453811744228005,8.3570961706414e-08,1.52798838826129e-06,-1.44441742655488e-06,2.0379952653751e-05,3.30650976820834e-07,9.7127535179361e-05,0.00453809244096171,11.1715453856354,239.548955708986,5217,8.34732094674943,-2.30258509299405,-3.11209823294013,-17.5043372795115,-5.39524301321497,-16.2975697252045,-13.3915584665543,-14.9222024685859,-9.23948564738432,-5.3952485224129,2.41336995495596,5.47875780393322,8.55967780302239,50,18,8188,454.8888889
1.54746676790966,"high",0,0,0.0641346484985945,2.07848938060806e-08,0.005842549726367,7.48390220906003e-08,2.23427718992752e-06,-2.15943816783692e-06,2.79851484358663e-05,6.41387686073358e-07,0.000139927264425297,0.00584252894147319,11.4197737273663,221.129763723227,5313,8.31293644924455,-2.30258509299405,-2.74677052289406,-17.6890393734162,-5.14258798044208,-16.4079264022934,-13.0115927871595,-14.2596317483853,-8.87438781018185,-5.14259153795237,2.43534639031584,5.3987496953716,8.57791192645094,45.80769231,20,8928,446.4
2.49803828544325,"high",0,0,0.081023163305872,2.20337081913158e-08,0.00461700186133385,7.51643707275207e-08,5.87779697980295e-06,-5.80263260907543e-06,4.51757502431143e-05,1.51452610452907e-06,0.000187640744373199,0.00461697982762566,7.5955346321812,83.880060725896,6040,8.57959404018637,-2.30258509299405,-2.51302019845123,-17.63069236568,-5.37800973230947,-16.4035885117832,-12.0443285295564,-13.4004079702268,-8.58098135748354,-5.37801450461873,2.02756052622088,4.42938792999502,8.70615929092886,41.20833333,27,17013,630.1111111
2.28985805870212,"high",0,0,0.0977088234755001,2.14198063730464e-08,0.00850332342088223,5.98948819430234e-08,3.94330390918185e-06,-3.88340902723883e-06,4.14109168602091e-05,1.15385608978613e-06,0.000201365143846064,0.00850330200107585,10.2379091851915,182.703908634867,5314,8.34206117286938,-2.30258509299405,-2.3257634120819,-17.658949811508,-4.76729820121078,-16.6306747788307,-12.4434916304159,-13.6724011032127,-8.51039066194272,-4.76730072020627,2.32609741762992,5.20786685688728,8.57810012631976,38.8125,19,9491,499.5263158
3.45262918581856,"high",0,0,0.124013486468357,1.7444172328851e-08,0.0158293433487415,6.54008118772254e-08,5.00923931667785e-06,-4.94383850480062e-06,6.2439040542147e-05,1.29809967575056e-06,0.000322461639495592,0.0158293259045692,12.7609059862558,300.558361183445,5223,8.26125747842061,-2.30258509299405,-2.08736495744965,-17.8642602080391,-4.14588988739359,-16.5427311645355,-12.2042264873937,-13.5546091508352,-8.03952637610373,-4.14589098940911,2.54638627745379,5.70564194870708,8.5608272284363,49.58333333,15,7306,487.0666667
2.74915140092403,"high",0,0,0.109948844525945,1.55641437515897e-08,0.0106443651020527,1.07695392159712e-07,4.66335734472523e-06,-4.55566195256552e-06,4.9717003054905e-05,1.12920531591953e-06,0.00026237346363244,0.0106443495379089,11.3025010707738,211.674003903082,4694,8.19569503418711,-2.30258509299405,-2.20774007112303,-17.9782960457071,-4.54272462524746,-16.0439590377317,-12.2757749089921,-13.6939964328917,-8.24574163545781,-4.54272608744412,2.4250240349244,5.35504737373285,8.45404037641097,49.125,17,8358,491.6470588
2.47225104378812,"high",0,0,0.0916039381855853,1.44579690442015e-08,0.00999295245856047,1.10874347925005e-07,3.14244010723996e-06,-3.03156575931496e-06,4.47094011101729e-05,8.34153723872078e-07,0.000243328867776191,0.00999293800059142,11.9346384554692,231.286564102594,4768,8.15376653231764,-2.30258509299405,-2.39028101493382,-18.052020083455,-4.60587518858799,-16.0148682775064,-12.6705109556167,-13.9968481303832,-8.32109666426303,-4.60587663540559,2.47944496653507,5.44365747893191,8.46968220874519,50.41666667,15,6859,457.2666667
1.87822368143104,"high",0,0,0.0662037614128792,1.35090392205939e-08,0.0078505277633667,1.02519253530886e-07,2.84095614233593e-06,-2.73843688880504e-06,3.39667187758796e-05,6.31639295534114e-07,0.000177094207547306,0.00785051425432748,11.923629806576,247.882353350642,4826,8.23392448821132,-2.30258509299405,-2.71501799872764,-18.1199068036694,-4.8471745184456,-16.0932152166818,-12.7713698926151,-14.2749473406451,-8.63882872095315,-4.8471762392281,2.47852212925673,5.51295425195977,8.48177324618498,34.15625,18,9076,504.2222222
1.09439238823261,"high",0,0,0.043403448326444,1.5446596890456e-08,0.00511651625856757,9.9502717176847e-08,2.0528943878162e-06,-1.95339167063935e-06,1.97915290117297e-05,5.77266916934605e-07,9.9556605311436e-05,0.00511650081197068,13.8727069894399,402.72294880972,5078,8.33433530020244,-2.30258509299405,-3.13721638650576,-17.9858771238547,-5.2752814897688,-16.1230808848447,-13.0962598641069,-14.3649610830614,-9.21478417795825,-5.27528450874097,2.62992338395288,5.99824885359331,8.53267276226462,39.90322581,16,6912,432
20101.4015115412,"high",0,14,150.046163818566,0,0.984601736068726,0.23035254701972,0.486093625426292,-0.255741078406572,0.363523609511378,0.349035069346428,0.190041508153033,0.984601736068726,0.414987405949167,-0.0824575029063732,25667,10.7730340703786,2.63905732961526,5.01094300553867,-2.30258509299405,-0.0155180484372415,-1.46814433048869,-0.721354028725224,-1.05258287659469,-1.6605127667181,-0.0155180484372415,-0.879507106322362,NA,10.1529613990964,56.84848485,360,2999906,8333.072222
20614.3419712765,"high",0,8,180.288387700915,0,0.98501068353653,0.252238653600216,0.475237034261227,-0.222998380661011,0.372799876506013,0.372533679008484,0.180204613041756,0.98501068353653,0.322434383157521,0.153446024624194,27619,10.7918695924079,2.07944154167984,5.19455772270484,-2.30258509299405,-0.0151027916388889,-1.37737960153227,-0.743941579918999,-0.987427831803978,-1.71366233456977,-0.0151027916388889,-1.13185562652518,-1.87440640490434,10.2262592206598,59.52173913,354,2698643,7623.285311
21249.90960422,"high",0,9,183.573543906212,0,0.952785730361938,0.262304618954659,0.490862779319286,-0.228558160364628,0.384293793479095,0.377064391970634,0.179723117227639,0.952785730361938,0.289799954012442,-0.111793218822691,26545,10.8018076619802,2.19722457733622,5.21261537143212,-2.30258509299405,-0.0483652375834873,-1.33824878282989,-0.711590662101967,-0.975339305135838,-1.7163378500183,-0.0483652375834873,-1.23856440778279,NA,10.1865966850178,56.13846154,325,2459140,7566.584615
21318.6539430592,"high",0,0,189.91801071167,8.06439929874614e-05,0.949851095676422,0.279456034302711,0.475865691900253,-0.196409657597542,0.38553699983831,0.381381690502167,0.154646353769832,0.949770451683435,0.35296866343444,0.111206083523652,27028,10.8367120625235,-2.30258509299405,5.24659245645767,-9.42546623865354,-0.0514500480660063,-1.27491030000266,-0.742619624438721,-0.963954592992878,-1.86661435743368,-0.0515349533916466,-1.04137599812972,-2.19637019071557,10.2046286446721,50.95384615,338,2522833,7464.002959
21567.1010976165,"high",0,0,199.274396896362,0.00114780885633081,0.916209697723389,0.286046616733074,0.482760578393936,-0.196713961660862,0.390030040104465,0.383951738476753,0.155027168020682,0.915061888867058,0.250188526175553,-0.00830243663904984,26754,10.8367198758592,-2.30258509299405,5.2946827538202,-6.76990049640166,-0.0875100128623209,-1.25160048587443,-0.728234445134856,-0.957238415343057,-1.86415489986942,-0.0887635778878951,-1.38554054061176,NA,10.1944392738555,56.13846154,329,2392447,7271.87538
20863.0546488374,"high",0,19,187.801998972893,0,0.997128307819366,0.2721933349967,0.481407597661018,-0.209214262664318,0.377297718620468,0.370000451803207,0.166057409658551,0.997128307819366,0.282418593513721,0.271447149238372,26644,10.8150010784365,2.94443897916644,5.23538821087562,-2.30258509299405,-0.00287582339957873,-1.30124267474897,-0.731040971329335,-0.994251052254863,-1.79542170909834,-0.00287582339957873,-1.26436493447622,-1.30398782066272,10.1903192635331,53.01428571,320,2161890,6755.90625
21840.2160925137,"high",0,37,206.647012710571,0,0.968308866024017,0.275292374193668,0.512896880507469,-0.237604506313801,0.394969185700841,0.397648021578789,0.192684488467634,0.968308866024017,0.0597830663080488,-0.282688938093375,27987,10.782530194402,3.61091791264422,5.3310120850612,-2.30258509299405,-0.0322041661285392,-1.2899215672039,-0.667680466673125,-0.922188032874184,-1.64670120255873,-0.0322041661285392,-2.81703283023255,NA,10.2394953956291,53.3220339,313,2100387,6710.501597
20308.7480262976,"high",0,434,189.110785603523,0,0.982458174228668,0.250650502741337,0.474287323653698,-0.223636820912361,0.367273365637616,0.374283626675606,0.19475144401889,0.982458174228668,0.206230178226595,0.0956539949205832,28659,10.7553565537632,6.07304453410041,5.24233301054515,-2.30258509299405,-0.0176975069045065,-1.38369572952424,-0.745941972886924,-0.982741408882122,-1.63603117952762,-0.0176975069045065,-1.57876236395381,-2.34701781794,10.2632228089381,58.37804878,314,2198588,7001.872611
20999.4600266245,"high",0,6,185.493015646935,0,0.998354613780975,0.279139384627342,0.481183558702469,-0.202044174075127,0.379764540412045,0.38788814842701,0.173553632981665,0.998354613780975,0.000366666460286355,0.065104204547747,28989,10.7986150987517,1.79175946922805,5.22301722983965,-2.30258509299405,-0.00164674135361339,-1.27604403543462,-0.731506462750306,-0.947038258168713,-1.75126860355051,-0.00164674135361339,-7.91105795070148,-2.7317661458663,10.2746717266674,59.36363636,289,1905773,6594.370242
21017.2037211157,"high",0,0,175.543167829514,3.45827284036204e-05,0.976922571659088,0.278611406683922,0.486824788153172,-0.20821338146925,0.380085426090779,0.38236528635025,0.16021169413258,0.976887988930685,0.0791591705765847,0.067209246290576,28013,10.8217508410436,-2.30258509299405,5.16788498319867,-10.2721561796181,-0.0233478811964835,-1.27793727560335,-0.719850998554716,-0.961378880298273,-1.83125924992976,-0.0233832814846228,-2.53629463611236,-2.6999444473084,10.2404239671244,52.53731343,273,1706917,6252.443223
207135359.800806,"high",0,24830,8036315.6953125,-263.893615722656,51773.83203125,0,2563.76348876953,-2563.76348876953,3745.93749639767,0.0445152707397938,8236.25211501699,52037.7256469727,2.64008870891797,6.4288469626581,11694,9.40538161030543,10.1198078785022,15.8994812892763,NA,10.8546401274627,-2.30258509299405,7.8492315707163,-3.1119229859848,9.01630067902168,10.8597242277316,0.970812518456562,1.86079520065443,9.36683116873562,62.94444444,200,1035452,5177.26
207135359.800806,"high",0,24830,8036315.6953125,-263.893615722656,51773.83203125,0,2563.76348876953,-2563.76348876953,3745.93749639767,0.0445152707397938,8236.25211501699,52037.7256469727,2.64008870891797,6.4288469626581,11694,9.40538161030543,10.1198078785022,15.8994812892763,NA,10.8546401274627,-2.30258509299405,7.8492315707163,-3.1119229859848,9.01630067902168,10.8597242277316,0.970812518456562,1.86079520065443,9.36683116873562,62.94444444,200,1035452,5177.26
