contourAvgLength,contourCountLSD,contourLengthLSD,contourAvgLengthLSD
46.89333333,80,117394,1467.425
50.96153846,87,157784,1813.609195
47.8372093,50,48022,960.44
42.01030928,510,5410104,10608.04706
41.69090909,540,5912193,10948.50556
45.06730769,542,6030300,11126.01476
45.04123711,524,5938208,11332.45802
46.17142857,571,7106247,12445.2662
42.01190476,560,6629584,11838.54286
42.04651163,557,6389245,11470.81688
44.6,504,5297774,10511.45635
41.73636364,544,6001921,11032.94301
42.63207547,536,5900418,11008.24254
80.70967742,127,323733,2549.07874
67.54285714,134,365655,2728.768657
71.21212121,105,235275,2240.714286
84.83333333,122,305281,2502.303279
74.08823529,135,362235,2683.222222
67.48571429,127,321743,2533.409449
64.75,107,239846,2241.551402
75.30555556,131,365428,2789.526718
76.21052632,130,335671,2582.084615
76.43243243,126,313439,2487.611111
72.94964029,110,289942,2635.836364
80.304,90,194243,2158.255556
75.18471338,83,146399,1763.843373
74.78145695,73,116245,1592.39726
74.41059603,79,144402,1827.873418
70.31292517,76,120537,1586.013158
73.85806452,78,133456,1710.974359
71.825,62,88911,1434.048387
77.36363636,66,102069,1546.5
78.61589404,92,174848,1900.521739
74.71978022,79,142290,1801.139241
85.65745856,126,325566,2583.857143
96.0718232,128,372395,2909.335938
101.0497238,122,364988,2991.704918
98.94642857,101,186267,1844.227723
106.4417178,97,167650,1728.350515
101.6964286,119,274683,2308.260504
90.59668508,121,344876,2850.214876
95.48663102,118,334309,2833.127119
83.92783505,107,238123,2225.448598
56.78571429,143,420520,2940.699301
68.875,162,546537,3373.685185
59.45945946,152,475653,3129.296053
69.06185567,143,479064,3350.097902
77.41803279,146,428030,2931.712329
88.11320755,133,351339,2641.646617
83.36633663,128,351041,2742.507813
77.01010101,123,359781,2925.04878
76.62352941,143,440295,3078.986014
67.1125,153,523325,3420.424837
72.88349515,152,431649,2839.796053
77.37037037,154,503479,3269.344156
80.10280374,166,551146,3320.156627
68.16190476,160,523854,3274.0875
67.61818182,155,505773,3263.051613
66.75423729,137,361035,2635.291971
71.40860215,116,291964,2516.931034
68.62135922,130,307092,2362.246154
66,151,454834,3012.145695
69.96850394,180,676214,3756.744444
88.28571429,108,232515,2152.916667
105.1153846,136,357303,2627.227941
160.3166667,117,302996,2589.709402
122.2941176,105,210626,2005.961905
90.38596491,138,373536,2706.782609
92.10169492,130,302906,2330.046154
74.9122807,116,286927,2473.508621
111.4038462,143,365721,2557.48951
149.7966102,152,454014,2986.934211
86.09859155,80,128851,1610.6375
38.55172414,154,631625,4101.461039
49.94594595,135,436626,3234.266667
41.6,137,482423,3521.335766
51,146,526382,3605.356164
56.575,159,611357,3845.012579
63,160,580406,3627.5375
54.66666667,161,676624,4202.63354
55.15,171,788710,4612.339181
48.97297297,178,883298,4962.348315
50.47727273,155,732149,4723.541935
62.83561644,166,558711,3365.728916
62.61627907,190,775487,4081.510526
64.675,169,605029,3580.053254
64.76470588,155,420197,2710.948387
61.61458333,145,374243,2580.986207
64.29761905,149,426960,2865.503356
62.1125,175,625814,3576.08
66.36470588,164,524794,3199.963415
60.29761905,151,449562,2977.231788
63,187,694691,3714.925134
44.54285714,352,2293448,6515.477273
42.32989691,348,2443757,7022.29023
46.72340426,342,2576144,7532.584795
52.02702703,323,2309975,7151.625387
48.43181818,342,2585641,7560.353801
50.31707317,333,2546864,7648.24024
50.63095238,324,2383629,7356.87963
53.64367816,320,2283680,7136.5
50.24705882,333,2579406,7745.963964
55.94871795,366,2756673,7531.893443
45.74782609,92,158361,1721.315217
43.75,117,272482,2328.905983
45.6870229,103,193399,1877.660194
46.31060606,94,165224,1757.702128
48.70731707,91,154284,1695.428571
46.00787402,99,177921,1797.181818
47.47457627,76,101345,1333.486842
48.09917355,78,119511,1532.192308
49.75652174,82,144535,1762.621951
47.11904762,93,153093,1646.16129
68.875,233,1378913,5918.081545
71.13194444,238,1446126,6076.159664
72.07092199,260,1595751,6137.503846
63.43225806,242,1444396,5968.578512
60.82432432,242,1437571,5940.376033
69.072,255,1600761,6277.494118
71.39694656,245,1459738,5958.114286
73.2919708,245,1448026,5910.310204
78.85294118,243,1455978,5991.679012
82.82644628,249,1516268,6089.429719
111.2743902,56,85276,1522.785714
106.8984772,51,76821,1506.294118
116.7319588,66,108455,1643.257576
120.0927152,87,194337,2233.758621
143.4966443,69,113538,1645.478261
132.3006135,95,209621,2206.536842
130.4124294,87,182668,2099.632184
140.4699454,55,81599,1483.618182
149.3291925,77,145010,1883.246753
140.8975904,79,190255,2408.291139
62.83561644,166,558711,3365.728916
69.75490196,162,556818,3437.148148
68.15740741,154,528891,3434.357143
72.45098039,138,405036,2935.043478
73.8125,122,278414,2282.081967
81.32258065,116,276280,2381.724138
73.79807692,140,449927,3213.764286
75.6744186,124,314503,2536.314516
73.30612245,123,337298,2742.260163
80.42718447,151,485592,3215.84106
62.39495798,110,248066,2255.145455
70.66071429,126,333035,2643.134921
76.90816327,138,360673,2613.572464
71.78947368,153,453719,2965.48366
61.62184874,120,289795,2414.958333
67.38181818,144,377739,2623.1875
64.14782609,141,373142,2646.397163
70.32758621,143,394931,2761.755245
57.66393443,115,282768,2458.852174
66.13913043,132,371139,2811.659091
